PID,Day,Type,Question,ThreatStimuli,NeutralStimuli,Probe,ThreatPosition,ProbePosition,ProbeSelected,Response,ResponseTime,created_at
RR84676,0,Q&A,"Are trees green?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
RR84676,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"19-10-2020  20:25:58"
